task_duration,cpu_required,memory_required,priority,user_id
13.971014670420692,0.27371224310964565,0.5231641022582404,3,user_b
30.419684674794325,10.217175327419493,17.814643134972638,1,user_b
5.590578120291831,0.5917430710218137,0.4943660525493944,2,user_a
6.621970429040301,0.3754144719814873,4.923014796812097,2,user_c
0.5,0.1,1.0764458768242324,2,user_a
1.4081520139651846,0.1,0.1,2,user_c
0.5,0.3148256694424695,2.2703432878963548,2,user_a
1.2374472214129626,2.408097144734017,0.43509194248830796,2,user_a
0.8640179673797508,0.4640726740683187,0.22191662015891842,2,user_b
1.3200423879693373,2.794245706188981,0.1465892107124111,1,user_a
1.733950293819904,0.7482664165196882,1.6977776014010233,2,user_a
41.29960807975035,4.6728544489199795,15.419174479039714,1,user_b
5.053591518557876,0.1,1.5554531794429107,2,user_a
2.2737268218765627,0.12018762298187094,1.500755621597657,2,user_a
9.747275584520262,1.0463006271661928,5.418464109244389,2,user_b
2.9256588559694787,0.45242965342426933,0.4069997585037087,3,user_a
1.1954590036511692,0.9712695815046839,1.5745786123317003,3,user_d
1.7066973939069716,0.35298159962389614,3.4323457502662587,2,user_b
0.5,0.757096699119839,0.687784198896456,2,user_c
2.3337313280842267,0.2764124096019218,1.5057567407064574,2,user_a
3.648721835102065,0.17450775570501398,3.411146023660878,2,user_b
19.41220442787114,4.0908291581393526,14.023413870048794,2,user_b
6.29824744226084,0.5683497417073521,0.69343109474605,1,user_b
8.990917149564856,0.2009338706206596,2.491992298630543,3,user_c
38.50959038223429,8.46723399788644,14.691888580649902,3,user_d
9.023848620311968,0.10214431323651746,3.0269250710518723,2,user_d
3.571928198398025,1.3218652582503014,0.2874063338087006,2,user_b
2.178873357691069,0.17818868970295224,0.5802154405010949,2,user_a
41.90365229718036,8.2216088726904,20.303798642888168,1,user_a
3.0851824413266735,1.0445303270303992,0.40623563857920886,3,user_a
8.514381438698997,0.29799068032828296,0.46224022178824675,3,user_c
35.15102053217571,7.955362437620652,18.040929281345015,2,user_c
32.69753060563899,11.577988619070869,10.60187102951826,2,user_a
1.3957317358851982,2.1239600687044997,2.8570899787171196,2,user_b
35.14719586778399,11.101633462066399,12.495411033475685,2,user_d
35.02673215563081,4.590372517883191,21.59435825083858,3,user_d
3.7615478633303274,0.5468377825073202,0.1806664275554946,2,user_b
0.9940015869202157,0.4226255799061381,0.838407415579592,2,user_c
0.9852367841669878,1.9203383099144191,3.147500560741491,2,user_d
0.5,0.5719009274708446,0.5213431264006427,2,user_a
2.8701672987394033,0.6259256665661969,0.1,2,user_b
18.866391657319475,10.948793025515682,12.3745131508913,2,user_b
34.00202562950177,11.697380387796336,21.413259275378206,2,user_c
29.763488792386145,4.450426205454699,23.796418069039113,2,user_b
40.87091126240236,4.889579858449211,8.72349872169903,3,user_a
1.1700591423179363,0.5776233240265022,0.3096481599113348,2,user_a
1.596238062457815,0.1406466868000503,0.7294378981480404,2,user_a
2.644042133421872,0.1,2.058536327498686,2,user_b
0.5,0.9993010754532796,1.0476529865831556,2,user_c
33.1852390335264,10.316945142356431,19.131979023753875,2,user_b
0.5,0.1,4.231624720909955,2,user_a
6.985337042602896,1.811394119428985,6.915854621769476,2,user_b
43.485618709729266,7.941000834326873,8.421871591956032,1,user_a
27.104485986371913,9.60775305167296,13.653635648416845,3,user_a
19.55708080536883,11.70578031552489,21.835558020080853,3,user_c
7.073721890887361,0.1,0.6682385134724237,2,user_b
3.3489707397855186,0.3615795991735699,1.8158259727672754,2,user_a
18.40672776598887,7.532244010987016,8.727142085463326,2,user_a
0.5709196084263262,0.1,0.7334380514716526,2,user_a
3.024343608122736,0.12151851825650309,0.160495352153924,2,user_a
44.40097725856431,9.193682416928509,14.094253706096344,2,user_c
0.5,0.5112529067010478,1.4960015786047247,2,user_a
3.0436123446138477,0.36502177457667767,1.1510778749285233,2,user_a
21.388924845267322,11.893116628009404,16.577541861505928,2,user_b
0.5,0.10189791489240152,2.3757378790325996,2,user_c
0.8539838768221906,0.1635108796063246,0.4153155681568547,2,user_b
5.423302926345188,2.696504273968938,1.554186512321538,1,user_b
0.9932504005188885,0.1,0.292400355337234,2,user_a
29.218849207886173,11.943718368954404,23.11625167811885,3,user_a
1.0128919809435675,0.7352657229018117,0.1,2,user_b
4.880987417981935,0.22939105838663867,3.9532851859978346,3,user_c
29.77854281978609,9.968359034123386,23.51863036503365,2,user_a
20.456402531974344,4.345279295604609,23.946189393182486,2,user_a
0.5,0.9816767259096357,1.8681259333478084,2,user_a
0.5,1.5770759775038667,1.8184313343367349,3,user_b
0.5,0.13567703353168414,0.1,2,user_c
5.25399767256999,0.1,1.0957429874722555,2,user_c
2.3903719449399436,0.10412178716355891,0.6256986509927576,1,user_a
5.802609100846976,0.1,1.9416981445906771,2,user_a
0.533558606301922,1.351917421988901,0.38092480096203674,2,user_b
0.5,1.8017215980273573,1.5040048792243272,2,user_c
0.5,1.1791119733770916,0.3258223429878577,1,user_b
0.5,0.27537839404315323,1.9541233927384742,2,user_a
28.124247660711873,10.027025482071533,21.160595886770704,3,user_a
3.5794662253197402,0.8093836407420396,4.616343619182035,1,user_a
25.370018499715897,11.129144909584568,16.88690728964204,2,user_b
4.254545543270139,1.1937963017105127,3.412684837791784,2,user_c
2.098318357823369,1.1835870209932091,1.1935467692083974,2,user_a
4.1693541494863835,1.7846507241884488,1.2661685046534834,1,user_c
0.5,1.1801716208348108,0.5904523633771267,1,user_c
25.51762676419791,10.50239653806002,18.95569876086207,1,user_a
0.5,0.1,3.583291426634011,1,user_d
3.984880736293201,1.9050124238767805,0.1,1,user_b
1.785043990868573,0.3123070423051795,1.0442765663267988,3,user_a
0.5705841384006749,1.4116462921927473,0.2644413220251173,2,user_b
0.5,2.039548303415524,0.6443514237174659,1,user_a
25.44766401069901,4.66800573358935,19.61151213421376,3,user_b
2.949374984348186,3.467317071669856,0.2629737241562986,2,user_d
3.238171049090395,0.1,3.8792855957260857,2,user_a
2.0295538973916996,0.39370423343537486,1.5409660403515575,2,user_c
42.12476083481245,7.010076684247326,23.196798612670783,2,user_b
26.76732135299197,11.888008510582967,22.57483495190148,3,user_c
18.841375168733173,5.788766708155621,8.902007946414834,2,user_a
34.226242344096434,11.759030613661112,23.99548277257809,2,user_b
7.0727285513097575,0.811911487140816,0.7490812455600356,2,user_a
1.1572062784935249,0.2069493969115051,3.147912956851192,2,user_b
42.79762875484484,7.74928513595301,20.968853292509326,2,user_a
3.224924292164993,0.1,1.583162223202873,1,user_b
26.896283469638107,7.39377607397581,22.923655733664212,1,user_c
4.932627549730259,0.1,2.8760805257691286,2,user_a
0.5,2.2440755354332658,3.46016164147264,2,user_a
1.4789653621805137,1.3630637813111561,1.7911116379525096,1,user_a
2.838091416112305,0.5872887167273829,1.215198541029762,2,user_d
19.164815179482304,4.097235797518531,21.006416146081243,2,user_c
22.204368563345792,6.9989646361896325,15.499090556719525,3,user_b
2.5559918731657914,0.329526863889946,3.6669239427549547,2,user_b
4.187513620989232,2.85423851063336,2.382929212431307,2,user_b
0.5,1.296386876619785,1.6337435809353615,2,user_a
4.493863510030761,1.3207096643876557,0.5717193471460756,2,user_b
0.9475543963084119,0.1,1.3406676068918753,2,user_b
38.16955175206918,4.936536131420847,22.24422054225466,2,user_b
36.12239304297671,4.678701712681535,19.170587424315922,2,user_a
19.02045685351922,4.582104050913548,17.338497789613953,2,user_b
1.412810366182669,1.0533965548363595,1.031488917695771,2,user_b
1.6321135965961542,0.6329790383854381,1.1314191152909192,3,user_b
3.4466246177315014,0.659109995908663,1.0174401500125403,2,user_a
1.5250098437496207,0.26384227210739936,1.3987409204483843,1,user_b
2.590242079828304,0.13569989636987703,0.5028745145716226,1,user_b
2.3664430817289603,0.1,0.6876244608105301,2,user_a
19.09114426760309,6.994166366048963,12.952441860581244,2,user_a
28.77407268714784,4.940209974216839,17.506091445634162,2,user_a
0.5,1.3178786330428531,1.4317960732765767,3,user_c
15.436339970036459,6.965137176535127,21.02072031531118,2,user_a
20.169596136048895,8.430834275210566,11.957569627891163,2,user_a
4.756961939198058,0.7180037770478085,0.1,1,user_c
4.017052214625679,0.8690046388519843,1.6181441085658719,3,user_b
33.60928654060394,4.650790245135198,23.779371911673646,3,user_c
2.111122469270263,0.3061845731346548,0.22638087996339623,1,user_c
1.1524715648846056,0.5446517852082223,1.9226427045987058,2,user_a
0.72935401028971,0.5951422646886836,2.1508314393591945,2,user_a
5.188054108614407,1.42914363468374,0.23479629147820463,2,user_a
9.862139769805806,2.378950234805545,0.38523622058243645,2,user_a
0.5,0.72884352990662,0.6210697647169858,2,user_a
6.7763715436377785,0.44564615419889153,2.025051372530505,3,user_a
31.557205163234567,8.945744506530088,12.438098927698123,2,user_a
22.74733164896875,4.950543330144575,10.406670257656451,2,user_b
43.621530817761666,10.332632349806788,18.0703782101642,2,user_a
0.5,1.1443142024614914,1.2902338539623774,2,user_c
0.5,0.7303540430207627,0.5368956901185702,1,user_b
4.213898960565052,0.6200799215729376,0.15334229602398433,2,user_a
0.5,0.1605431909997307,6.36605547392289,3,user_c
0.5103622247185624,0.9222006104789294,4.140515726706461,2,user_b
15.863480289400169,10.57488047432285,9.243754191439757,2,user_a
1.5775789333954258,0.2906302879750066,1.7613187913515786,2,user_d
1.1539609001551168,0.4322186567349371,2.4860617608895685,2,user_a
0.5,0.4462513551267419,0.1,2,user_c
9.29431049566892,0.23956622147254888,0.44749105509223336,1,user_a
0.5859998881213409,1.1269993180308668,5.101263024183084,3,user_a
40.5654450095562,10.092085053739778,17.922121564824586,3,user_b
37.65411767020857,9.64993781725197,23.590316922658666,3,user_a
33.662601006836205,11.250835080757888,21.857022232006535,2,user_a
4.408943821337205,0.2902029835683817,1.67273251544594,1,user_b
2.9741975292996607,0.3019173670360799,3.695264826950762,2,user_a
25.744881540985215,8.396231058589883,22.418528167855825,3,user_a
8.010413773197978,1.6412157844166506,1.2206054880903416,3,user_b
3.0924814735349457,0.7810409533698993,1.260066458380886,2,user_b
17.275899843259918,6.285696690254886,14.637112037402643,2,user_b
5.824048359526316,0.17723155240470878,1.7659729299822189,3,user_a
1.2502010127922594,0.8027953524164249,0.27857792444363216,2,user_b
1.041068336238591,0.5851622446081216,2.4014248984627313,2,user_a
1.879820844546329,0.1,1.4107381064738898,2,user_d
5.864517471498747,1.3023751525924452,4.126940206210563,3,user_a
8.451766366161456,0.355114137932986,1.573160721454152,3,user_a
1.3397550726232341,0.1909501001991576,1.0084081642104543,1,user_d
2.997690241171574,2.2904968981529197,1.0741398553993555,2,user_a
1.4637825820505614,0.3146513705473051,0.4195503054936319,2,user_a
24.862548308625247,8.666950120777276,21.47390277017134,2,user_a
30.604905033359803,5.143933456422687,15.290508044571407,1,user_b
33.543847213736875,4.460470080133154,17.349028990769604,2,user_a
2.215960764837047,0.16208913826580565,0.4157172203395893,3,user_b
2.680897590438526,0.9850000493636722,0.48993888151555404,2,user_a
0.5,0.14956900158193315,0.1,3,user_b
16.226058487994365,8.18478275336119,10.06655064242392,3,user_b
11.170671026099978,1.2303488088247296,2.7054671913694452,2,user_d
4.166269188016274,0.20784412553391524,4.970603214195308,2,user_a
31.828139146061588,4.808981408982322,11.009938555580181,2,user_d
1.928353783238677,0.1,3.27169885409492,2,user_b
21.85928416510388,4.729648824389523,15.272657036284372,2,user_b
20.768670564260123,11.754420284952792,15.208706164961496,2,user_d
0.65368878282135,1.745801529921212,3.339082816872784,3,user_a
3.8848816887500526,0.48714775028782004,0.14194373821743145,2,user_b
1.681066828326479,0.16519638108691126,1.7862383966369058,3,user_d
1.4739020766717217,1.5908236573265784,1.6077199322546436,3,user_a
30.6092310271138,6.8073201004166295,23.20658374522494,3,user_c
2.346883757061378,1.6089846915839516,1.0477794492444577,2,user_d
1.8388679221532738,0.32145504100104083,0.14753559217261572,2,user_a
2.5703473367326333,0.1,2.8379341161951013,3,user_a
1.9243509962831136,0.2532483545670606,0.1318375892941261,3,user_b
0.5,2.8028459801266496,0.4107908282131156,3,user_c
2.424691445793994,0.29883726532609894,2.549226108958832,2,user_a
